date,energy_Wh,clouds,temp,humidity
2025-09-26 20:38:05,4.77,40,28.97,89
2025-09-26 20:38:09,4.771,40,28.97,89
2025-09-26 20:38:13,4.771,40,28.97,89
2025-09-26 20:38:17,4.772,40,28.97,89
2025-09-26 20:38:21,4.773,40,28.97,89
2025-09-26 20:38:26,4.774,40,28.97,89
2025-09-26 20:38:30,4.776,40,28.97,89
2025-09-26 20:38:34,4.776,40,28.97,89
2025-09-26 20:38:38,4.777,40,28.97,89
2025-09-26 20:38:42,4.777,40,28.97,89
2025-09-26 20:38:46,4.778,40,28.97,89
2025-09-26 20:38:49,4.779,40,28.97,89
2025-09-26 20:38:53,4.779,40,28.97,89
2025-09-26 20:38:58,4.78,40,28.97,89
2025-09-26 20:39:02,4.781,40,28.97,89
2025-09-26 20:39:06,4.783,40,28.97,89
2025-09-26 20:39:10,4.783,40,28.97,89
2025-09-26 20:39:14,4.784,40,28.97,89
2025-09-26 20:39:18,4.784,40,28.97,89
2025-09-26 20:39:22,4.785,40,28.97,89
2025-09-26 20:39:26,4.786,40,28.97,89
2025-09-26 20:39:30,4.787,40,28.97,89
2025-09-26 20:39:34,4.788,40,28.97,89
2025-09-26 20:39:38,4.788,40,28.97,89
2025-09-26 20:39:42,4.789,40,28.97,89
2025-09-26 20:39:46,4.79,40,28.97,89
2025-09-27 10:54:52,4.954,100,31.82,67
2025-09-27 10:54:56,4.954,100,31.82,67
2025-09-27 10:55:00,4.954,100,31.82,67
2025-09-27 10:55:05,4.954,100,31.82,67
2025-09-27 10:55:10,4.954,100,31.82,67
